Operator,Shape,Operand1,Operand2,Operand3,Operand4,Operand5,Operand6,Operand7,Operand8
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.waf_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.url_path_map == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.timeouts == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.ssl_profile == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.rewrite_rule_set == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.redirect_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.probe == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.global == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.force_firewall_policy_association == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.fips_enabled == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.enable_http2 == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.custom_error_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.autoscale_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.zones == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.waf_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.url_path_map == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.timeouts == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.ssl_profile == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.redirect_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.probe == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.private_link_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.global == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.force_firewall_policy_association == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.fips_enabled == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.enable_http2 == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.custom_error_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.autoscale_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.zones == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.url_path_map == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.timeouts == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.ssl_profile == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.rewrite_rule_set == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.redirect_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.probe == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.private_link_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.global == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.force_firewall_policy_association == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.fips_enabled == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.enable_http2 == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.custom_error_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.autoscale_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.zones == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.waf_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.url_path_map == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.timeouts == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.ssl_profile == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.rewrite_rule_set == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.redirect_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.private_link_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.global == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.force_firewall_policy_association == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.fips_enabled == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.enable_http2 == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.custom_error_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.autoscale_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.zones == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.waf_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.url_path_map == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.timeouts == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.ssl_profile == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.rewrite_rule_set == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.redirect_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.probe == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.private_link_configuration == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.global == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.force_firewall_policy_association == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.fips_enabled == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.enable_http2 == Existence,,,,,,
ATTR,AbsenceThenExistence,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.custom_error_configuration == Existence,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.zones == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.zones == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.url_path_map == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.url_path_map == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.timeouts == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.timeouts == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.ssl_profile == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.ssl_profile == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.redirect_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.redirect_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.private_link_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.private_link_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.require_sni == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.require_sni == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.custom_error_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.global == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.global == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.force_firewall_policy_association == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.force_firewall_policy_association == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.fips_enabled == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.fips_enabled == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.enable_http2 == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.enable_http2 == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.custom_error_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.path == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.path == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.connection_draining == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.connection_draining == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.sku.name == Standard_v2,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.zones == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.zones == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.waf_configuration == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.url_path_map == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.url_path_map == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.timeouts == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.timeouts == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.ssl_profile == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.ssl_profile == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.redirect_configuration == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.redirect_configuration == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.global == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.global == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.custom_error_configuration == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.custom_error_configuration == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.request_routing_rule.priority == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.request_routing_rule.priority == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.probe == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.sku.capacity == Existence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.sku.capacity == Existence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.sku.tier == Standard_v2,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.sku.name == Standard_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.zones == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.url_path_map == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.timeouts == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.ssl_profile == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.sku.capacity == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.redirect_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.private_link_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.require_sni == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.global == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.force_firewall_policy_association == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.fips_enabled == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.enable_http2 == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.path == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.backend_http_settings.connection_draining == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.autoscale_configuration == Existence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.request_routing_rule.rule_type == Basic,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.frontend_ip_configuration.private_ip_address_allocation == Dynamic,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ConstantThenConstant,azurerm_application_gateway.backend_http_settings.cookie_based_affinity == Disabled,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.zones == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.url_path_map == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.timeouts == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.ssl_profile == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.redirect_configuration == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.private_link_configuration == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.global == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.custom_error_configuration == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,AbsenceThenConstant,azurerm_application_gateway.autoscale_configuration == Absence,azurerm_application_gateway.sku.name == Standard_Small,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.zones == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.zones == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.waf_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.url_path_map == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.url_path_map == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.timeouts == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.timeouts == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.ssl_profile == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.ssl_profile == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.rewrite_rule_set == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.redirect_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.redirect_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.probe == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.private_link_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.private_link_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.require_sni == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.require_sni == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.custom_error_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.http_listener.custom_error_configuration == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.global == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.global == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.force_firewall_policy_association == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.force_firewall_policy_association == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.fips_enabled == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.fips_enabled == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.enable_http2 == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.enable_http2 == Existence,azurerm_application_gateway.sku.name == WAF_v2,,,,,,
ATTR,ExistenceThenConstant,azurerm_application_gateway.custom_error_configuration == Existence,azurerm_application_gateway.sku.tier == WAF_v2,,,,,,
