Operator,Shape,Operand1,Operand2,Operand3,Operand4,Operand5,Operand6,Operand7,Operand8
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.private_link_configuration.0.ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.autoscale_configuration == Absence
COMBO,ReferenceThenAbsenceComboUp,azurerm_application_gateway.private_link_configuration.0.ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_subnet.delegation == Absence
COMBO,BranchThenEqualCombo,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_subnet.id == String,azurerm_application_gateway.name == String,azurerm_application_gateway.name == String
COMBO,AssociateThenUnequalCombo,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_public_ip.id == String,azurerm_subnet.id == String,azurerm_public_ip.name == String,azurerm_subnet.name == String
COMBO,ReferenceThenAbsenceComboUp,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_public_ip.id == String,azurerm_public_ip.timeouts == Absence
COMBO,AssociateThenUnequalCombo,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_application_gateway.private_link_configuration.0.ip_configuration.0.subnet_id == String,azurerm_public_ip.id == String,azurerm_subnet.id == String,azurerm_public_ip.name == String,azurerm_subnet.name == String
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.rewrite_rule_set == Absence
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.redirect_configuration == Absence
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.global == Absence
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.private_link_configuration.0.ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.redirect_configuration == Absence
COMBO,ReferenceThenAbsenceComboUp,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_subnet.service_endpoints == Absence
COMBO,AncestorReferenceThenEqualCombo,azurerm_application_gateway.PLACEHOLDER == String,azurerm_virtual_network.PLACEHOLDER == String,azurerm_application_gateway.location == String,azurerm_virtual_network.location == String
COMBO,ReferenceThenEqualCombo,azurerm_application_gateway.resource_group_name == String,azurerm_resource_group.name == String,azurerm_application_gateway.location == String,azurerm_resource_group.location == String
COMBO,ReferenceThenAbsenceComboDown,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_public_ip.id == String,azurerm_application_gateway.zones == Absence
COMBO,ReferenceThenEqualCombo,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_public_ip.id == String,azurerm_application_gateway.location == String,azurerm_public_ip.location == String
COMBO,ReferenceThenAbsenceComboUp,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_public_ip.id == String,azurerm_public_ip.edge_zone == Absence
COMBO,BranchThenEqualCombo,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_application_gateway.gateway_ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_subnet.id == String,azurerm_application_gateway.location == String,azurerm_application_gateway.location == String
COMBO,BranchThenEqualCombo,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_application_gateway.frontend_ip_configuration.0.public_ip_address_id == String,azurerm_public_ip.id == String,azurerm_public_ip.id == String,azurerm_application_gateway.name == String,azurerm_application_gateway.name == String
COMBO,ReferenceThenExistenceComboDown,azurerm_application_gateway.private_link_configuration.0.ip_configuration.0.subnet_id == String,azurerm_subnet.id == String,azurerm_application_gateway.waf_configuration == Existence
